borrowed_score,age_score,simplicity_score,pk,borrowed,analyzability
0,1,1,8786,5. no evidence for borrowing,unanalyzable
0,1,1,8787,5. no evidence for borrowing,unanalyzable
0,1,1,8788,5. no evidence for borrowing,unanalyzable
0,1,1,8789,5. no evidence for borrowing,unanalyzable
0,1,0.5,8790,5. no evidence for borrowing,analyzable compound
1,0.7,1,8791,1. clearly borrowed,unanalyzable
0,1,1,8792,5. no evidence for borrowing,unanalyzable
0,1,1,8793,5. no evidence for borrowing,unanalyzable
0,1,1,8794,5. no evidence for borrowing,unanalyzable
0,1,0.5,8795,5. no evidence for borrowing,analyzable phrasal
0,1,0.5,8796,5. no evidence for borrowing,analyzable phrasal
1,0.7,1,8797,1. clearly borrowed,unanalyzable
1,0.7,1,8798,1. clearly borrowed,unanalyzable
0,1,1,8799,5. no evidence for borrowing,unanalyzable
1,1,1,8800,1. clearly borrowed,unanalyzable
0,1,0.5,8801,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,8802,5. no evidence for borrowing,analyzable compound
0,1,0.5,8803,5. no evidence for borrowing,analyzable compound
0,1,1,8804,5. no evidence for borrowing,unanalyzable
1,0.7,1,8805,1. clearly borrowed,unanalyzable
1,0.7,1,8806,1. clearly borrowed,unanalyzable
1,1,1,8807,1. clearly borrowed,unanalyzable
0.25,1,1,8808,4. very little evidence for borrowing,unanalyzable
0,1,0.5,8809,5. no evidence for borrowing,analyzable compound
0,1,1,8810,5. no evidence for borrowing,unanalyzable
0.25,1,1,8811,4. very little evidence for borrowing,unanalyzable
0,1,1,8812,5. no evidence for borrowing,unanalyzable
0.25,1,1,8813,4. very little evidence for borrowing,unanalyzable
0,1,1,8814,5. no evidence for borrowing,unanalyzable
0,1,0.5,8815,5. no evidence for borrowing,analyzable phrasal
0.75,1,1,8816,2. probably borrowed,unanalyzable
0.25,1,0.75,8817,4. very little evidence for borrowing,semi-analyzable
0,1,1,8818,5. no evidence for borrowing,unanalyzable
1,0.7,1,8819,1. clearly borrowed,unanalyzable
0.25,1,1,8820,4. very little evidence for borrowing,unanalyzable
1,1,1,8821,1. clearly borrowed,unanalyzable
0.25,1,1,8822,4. very little evidence for borrowing,unanalyzable
0,1,1,8823,5. no evidence for borrowing,unanalyzable
0,1,1,8824,5. no evidence for borrowing,unanalyzable
0,1,0.5,8825,5. no evidence for borrowing,analyzable derived
1,0.7,1,8826,1. clearly borrowed,unanalyzable
0.75,1,1,8827,2. probably borrowed,unanalyzable
0,1,1,8828,5. no evidence for borrowing,unanalyzable
0,1,1,8829,5. no evidence for borrowing,unanalyzable
0,1,1,8830,5. no evidence for borrowing,unanalyzable
0,1,1,8831,5. no evidence for borrowing,unanalyzable
1,1,1,8832,1. clearly borrowed,unanalyzable
0,1,1,8833,5. no evidence for borrowing,unanalyzable
0,1,0.5,8834,5. no evidence for borrowing,analyzable compound
0,1,1,8835,5. no evidence for borrowing,unanalyzable
0,1,1,8836,5. no evidence for borrowing,unanalyzable
0,1,1,8837,5. no evidence for borrowing,unanalyzable
1,0.7,1,8838,1. clearly borrowed,unanalyzable
0,1,1,8839,5. no evidence for borrowing,unanalyzable
0,1,1,8840,5. no evidence for borrowing,unanalyzable
0,1,1,8841,5. no evidence for borrowing,unanalyzable
0,1,1,8842,5. no evidence for borrowing,unanalyzable
0,1,1,8843,5. no evidence for borrowing,unanalyzable
1,0.7,1,8844,1. clearly borrowed,unanalyzable
0,1,1,8845,5. no evidence for borrowing,unanalyzable
0,1,0.75,8846,5. no evidence for borrowing,semi-analyzable
0,1,1,8847,5. no evidence for borrowing,unanalyzable
0.25,1,1,8848,4. very little evidence for borrowing,unanalyzable
1,1,1,8849,1. clearly borrowed,unanalyzable
0,1,1,8850,5. no evidence for borrowing,unanalyzable
1,1,1,8851,1. clearly borrowed,unanalyzable
1,0.7,1,8852,1. clearly borrowed,unanalyzable
0,1,1,8853,5. no evidence for borrowing,unanalyzable
0,1,1,8854,5. no evidence for borrowing,unanalyzable
0,1,1,8855,5. no evidence for borrowing,unanalyzable
0,1,1,8856,5. no evidence for borrowing,unanalyzable
0,1,1,8857,5. no evidence for borrowing,unanalyzable
0,1,1,8858,5. no evidence for borrowing,unanalyzable
0,1,1,8859,5. no evidence for borrowing,unanalyzable
0,1,1,8860,5. no evidence for borrowing,unanalyzable
0,1,1,8861,5. no evidence for borrowing,unanalyzable
,,,58152,,
,,,58153,,
0,1,1,8862,5. no evidence for borrowing,unanalyzable
0,1,1,8863,5. no evidence for borrowing,unanalyzable
0,1,1,8864,5. no evidence for borrowing,unanalyzable
0,1,1,8865,5. no evidence for borrowing,unanalyzable
0,1,1,8866,5. no evidence for borrowing,unanalyzable
0.25,1,1,8867,4. very little evidence for borrowing,unanalyzable
1,0.7,1,8868,1. clearly borrowed,unanalyzable
0,1,1,8869,5. no evidence for borrowing,unanalyzable
0,1,0.5,8870,5. no evidence for borrowing,analyzable phrasal
0,1,1,8871,5. no evidence for borrowing,unanalyzable
0,1,1,8872,5. no evidence for borrowing,unanalyzable
0,1,1,8873,5. no evidence for borrowing,unanalyzable
1,1,1,8874,1. clearly borrowed,unanalyzable
0,1,1,8875,5. no evidence for borrowing,unanalyzable
0,1,1,8876,5. no evidence for borrowing,unanalyzable
0,1,1,8877,5. no evidence for borrowing,unanalyzable
0,1,1,8878,5. no evidence for borrowing,unanalyzable
0,1,1,8879,5. no evidence for borrowing,unanalyzable
0.75,1,1,8880,2. probably borrowed,unanalyzable
0,1,1,8881,5. no evidence for borrowing,unanalyzable
1,1,1,8882,1. clearly borrowed,unanalyzable
0.25,1,1,8883,4. very little evidence for borrowing,unanalyzable
1,0.7,1,8884,1. clearly borrowed,unanalyzable
0,1,1,8885,5. no evidence for borrowing,unanalyzable
1,0.7,1,8886,1. clearly borrowed,unanalyzable
1,0.7,1,8887,1. clearly borrowed,unanalyzable
0.75,1,1,8888,2. probably borrowed,unanalyzable
1,0.7,1,8889,1. clearly borrowed,unanalyzable
1,1,1,8890,1. clearly borrowed,unanalyzable
0,1,1,8891,5. no evidence for borrowing,unanalyzable
1,0.7,1,8892,1. clearly borrowed,unanalyzable
0,1,1,8893,5. no evidence for borrowing,unanalyzable
0.25,1,1,8894,4. very little evidence for borrowing,unanalyzable
0,1,1,8895,5. no evidence for borrowing,unanalyzable
0,1,0.5,8896,5. no evidence for borrowing,analyzable phrasal
0,1,1,8897,5. no evidence for borrowing,unanalyzable
0,1,1,8898,5. no evidence for borrowing,unanalyzable
0,1,1,8899,5. no evidence for borrowing,unanalyzable
0.25,1,1,8900,4. very little evidence for borrowing,unanalyzable
0.5,1,1,8901,3. perhaps borrowed,unanalyzable
0,1,1,8902,5. no evidence for borrowing,unanalyzable
0,1,1,8903,5. no evidence for borrowing,unanalyzable
1,0.7,1,8904,1. clearly borrowed,unanalyzable
0,1,1,8905,5. no evidence for borrowing,unanalyzable
0,1,1,8906,5. no evidence for borrowing,unanalyzable
0,1,1,8907,5. no evidence for borrowing,unanalyzable
0.25,1,1,8908,4. very little evidence for borrowing,unanalyzable
0,1,1,8909,5. no evidence for borrowing,unanalyzable
0.25,1,1,8910,4. very little evidence for borrowing,unanalyzable
0,1,1,8911,5. no evidence for borrowing,unanalyzable
0,1,1,8912,5. no evidence for borrowing,unanalyzable
0,1,1,8913,5. no evidence for borrowing,unanalyzable
0,1,1,8914,5. no evidence for borrowing,unanalyzable
0,1,1,8915,5. no evidence for borrowing,unanalyzable
0,1,1,8916,5. no evidence for borrowing,unanalyzable
0,1,1,8917,5. no evidence for borrowing,unanalyzable
0,1,1,8918,5. no evidence for borrowing,unanalyzable
0,1,0.5,8919,5. no evidence for borrowing,analyzable derived
0,1,1,8920,5. no evidence for borrowing,unanalyzable
0,1,1,8921,5. no evidence for borrowing,unanalyzable
0,1,1,8922,5. no evidence for borrowing,unanalyzable
0,1,1,8923,5. no evidence for borrowing,unanalyzable
0,1,0.5,8924,5. no evidence for borrowing,analyzable compound
0,1,0.5,8925,5. no evidence for borrowing,analyzable compound
0,1,1,8926,5. no evidence for borrowing,unanalyzable
0,1,1,8927,5. no evidence for borrowing,unanalyzable
0.25,1,1,8928,4. very little evidence for borrowing,unanalyzable
0,1,1,8929,5. no evidence for borrowing,unanalyzable
0,1,1,8930,5. no evidence for borrowing,unanalyzable
0,1,1,8931,5. no evidence for borrowing,unanalyzable
0,1,1,8932,5. no evidence for borrowing,unanalyzable
0,1,1,8933,5. no evidence for borrowing,unanalyzable
0,1,1,8934,5. no evidence for borrowing,unanalyzable
0,1,1,8935,5. no evidence for borrowing,unanalyzable
0,1,1,8936,5. no evidence for borrowing,unanalyzable
0,1,1,8937,5. no evidence for borrowing,unanalyzable
0,1,1,8938,5. no evidence for borrowing,unanalyzable
0,1,1,8939,5. no evidence for borrowing,unanalyzable
0,1,1,8940,5. no evidence for borrowing,unanalyzable
0,1,1,8941,5. no evidence for borrowing,unanalyzable
0,1,1,8942,5. no evidence for borrowing,unanalyzable
,,,58154,,
,,,58155,,
0,1,1,8943,5. no evidence for borrowing,unanalyzable
0,1,1,8944,5. no evidence for borrowing,unanalyzable
0,1,1,8945,5. no evidence for borrowing,unanalyzable
0,1,1,8946,5. no evidence for borrowing,unanalyzable
0,1,1,8947,5. no evidence for borrowing,unanalyzable
0,1,1,8948,5. no evidence for borrowing,unanalyzable
0,1,1,8949,5. no evidence for borrowing,unanalyzable
0.25,1,1,8950,4. very little evidence for borrowing,unanalyzable
0,1,1,8951,5. no evidence for borrowing,unanalyzable
0,1,1,8952,5. no evidence for borrowing,unanalyzable
0,1,0.5,8953,5. no evidence for borrowing,analyzable compound
0,1,1,8954,5. no evidence for borrowing,unanalyzable
0,1,1,8955,5. no evidence for borrowing,unanalyzable
0,1,1,8956,5. no evidence for borrowing,unanalyzable
0,1,1,8957,5. no evidence for borrowing,unanalyzable
0,1,1,8958,5. no evidence for borrowing,unanalyzable
0,1,1,8959,5. no evidence for borrowing,unanalyzable
0,1,1,8960,5. no evidence for borrowing,unanalyzable
0,1,1,8961,5. no evidence for borrowing,unanalyzable
0,1,1,8962,5. no evidence for borrowing,unanalyzable
0,1,1,8963,5. no evidence for borrowing,unanalyzable
0,1,1,8964,5. no evidence for borrowing,unanalyzable
0,1,1,8965,5. no evidence for borrowing,unanalyzable
0,1,1,8966,5. no evidence for borrowing,unanalyzable
0,1,1,8967,5. no evidence for borrowing,unanalyzable
0,1,0.5,8968,5. no evidence for borrowing,analyzable compound
1,1,1,8969,1. clearly borrowed,unanalyzable
1,1,1,8970,1. clearly borrowed,unanalyzable
0,1,1,8971,5. no evidence for borrowing,unanalyzable
0.5,1,1,8972,3. perhaps borrowed,unanalyzable
1,0.7,1,8973,1. clearly borrowed,unanalyzable
1,0.7,1,8974,1. clearly borrowed,unanalyzable
1,1,1,8975,1. clearly borrowed,unanalyzable
1,1,1,8976,1. clearly borrowed,unanalyzable
1,0.7,1,8977,1. clearly borrowed,unanalyzable
1,0.7,0.5,8978,1. clearly borrowed,analyzable compound
1,0.7,1,8979,1. clearly borrowed,unanalyzable
0.25,1,1,8980,4. very little evidence for borrowing,unanalyzable
0,1,1,8981,5. no evidence for borrowing,unanalyzable
1,0.7,1,8982,1. clearly borrowed,unanalyzable
0,1,1,8983,5. no evidence for borrowing,unanalyzable
1,1,1,8984,1. clearly borrowed,unanalyzable
0,1,1,8985,5. no evidence for borrowing,unanalyzable
1,1,1,8986,1. clearly borrowed,unanalyzable
1,1,1,8987,1. clearly borrowed,unanalyzable
1,0.7,1,8988,1. clearly borrowed,unanalyzable
1,1,1,8989,1. clearly borrowed,unanalyzable
1,1,1,8990,1. clearly borrowed,unanalyzable
0.75,1,1,8991,2. probably borrowed,unanalyzable
0,1,0.75,8992,5. no evidence for borrowing,semi-analyzable
1,1,1,8993,1. clearly borrowed,unanalyzable
1,0.7,1,8994,1. clearly borrowed,unanalyzable
0,1,0.5,8995,5. no evidence for borrowing,analyzable derived
0,1,0.5,8996,5. no evidence for borrowing,analyzable derived
0,1,1,8997,5. no evidence for borrowing,unanalyzable
0,1,1,8998,5. no evidence for borrowing,unanalyzable
0.75,1,1,8999,2. probably borrowed,unanalyzable
0,1,0.5,9000,5. no evidence for borrowing,analyzable phrasal
1,1,1,9001,1. clearly borrowed,unanalyzable
0,1,1,9002,5. no evidence for borrowing,unanalyzable
0,1,1,9003,5. no evidence for borrowing,unanalyzable
1,0.7,1,9004,1. clearly borrowed,unanalyzable
0,1,1,9005,5. no evidence for borrowing,unanalyzable
0,1,1,9006,5. no evidence for borrowing,unanalyzable
0,1,0.5,9007,5. no evidence for borrowing,analyzable derived
0,1,0.5,9008,5. no evidence for borrowing,analyzable derived
0,1,1,9009,5. no evidence for borrowing,unanalyzable
0,1,0.5,9010,5. no evidence for borrowing,analyzable derived
0,1,0.5,9011,5. no evidence for borrowing,analyzable derived
0,1,0.5,9012,5. no evidence for borrowing,analyzable derived
0,1,0.5,9013,5. no evidence for borrowing,analyzable derived
0,1,0.5,9014,5. no evidence for borrowing,analyzable compound
0,1,0.5,9015,5. no evidence for borrowing,analyzable derived
0,1,0.5,9016,5. no evidence for borrowing,analyzable derived
0,1,0.5,9017,5. no evidence for borrowing,analyzable derived
0,1,0.5,9018,5. no evidence for borrowing,analyzable derived
0,1,1,9019,5. no evidence for borrowing,unanalyzable
1,1,0.5,9020,1. clearly borrowed,analyzable derived
0,1,0.5,9021,5. no evidence for borrowing,analyzable compound
0,1,0.75,9022,5. no evidence for borrowing,semi-analyzable
0,1,0.5,9023,5. no evidence for borrowing,analyzable compound
,,,58156,,
0,1,0.5,9024,5. no evidence for borrowing,analyzable compound
0,1,0.5,9025,5. no evidence for borrowing,analyzable compound
0.25,1,0.5,9026,4. very little evidence for borrowing,analyzable compound
0,1,0.5,9027,5. no evidence for borrowing,analyzable compound
0.25,1,0.5,9028,4. very little evidence for borrowing,analyzable compound
0,1,0.5,9029,5. no evidence for borrowing,analyzable compound
0,1,0.5,9030,5. no evidence for borrowing,analyzable compound
0,1,0.5,9031,5. no evidence for borrowing,analyzable compound
0,1,0.5,9032,5. no evidence for borrowing,analyzable compound
0,1,0.5,9033,5. no evidence for borrowing,analyzable compound
0,1,0.5,9034,5. no evidence for borrowing,analyzable compound
0,1,0.5,9035,5. no evidence for borrowing,analyzable compound
0,1,0.5,9036,5. no evidence for borrowing,analyzable phrasal
0,1,0.5,9037,5. no evidence for borrowing,analyzable compound
0,1,0.5,9038,5. no evidence for borrowing,analyzable compound
0,1,0.5,9039,5. no evidence for borrowing,analyzable compound
0,1,0.5,9040,5. no evidence for borrowing,analyzable compound
0,1,0.5,9041,5. no evidence for borrowing,analyzable compound
0,1,0.5,9042,5. no evidence for borrowing,analyzable compound
0,1,0.5,9043,5. no evidence for borrowing,analyzable compound
1,1,0.5,9044,1. clearly borrowed,analyzable compound
0,1,0.5,9045,5. no evidence for borrowing,analyzable compound
1,1,0.5,9046,1. clearly borrowed,analyzable compound
0,1,0.5,9047,5. no evidence for borrowing,analyzable compound
0,1,0.5,9048,5. no evidence for borrowing,analyzable compound
0,1,0.5,9049,5. no evidence for borrowing,analyzable compound
0,1,0.5,9050,5. no evidence for borrowing,analyzable compound
0,1,0.5,9051,5. no evidence for borrowing,analyzable compound
0,1,0.5,9052,5. no evidence for borrowing,analyzable compound
0,1,0.5,9053,5. no evidence for borrowing,analyzable compound
0,1,0.5,9054,5. no evidence for borrowing,analyzable compound
0,1,0.5,9055,5. no evidence for borrowing,analyzable compound
0,1,0.5,9056,5. no evidence for borrowing,analyzable compound
0,1,0.5,9057,5. no evidence for borrowing,analyzable derived
0.25,1,0.5,9058,4. very little evidence for borrowing,analyzable compound
0,1,0.5,9059,5. no evidence for borrowing,analyzable compound
0,1,0.5,9060,5. no evidence for borrowing,analyzable compound
0,1,0.5,9061,5. no evidence for borrowing,analyzable compound
0,1,0.5,9062,5. no evidence for borrowing,analyzable compound
0,1,0.5,9063,5. no evidence for borrowing,analyzable compound
0,1,0.5,9064,5. no evidence for borrowing,analyzable compound
0,1,0.5,9065,5. no evidence for borrowing,analyzable compound
0,1,0.5,9066,5. no evidence for borrowing,analyzable compound
0,1,0.5,9067,5. no evidence for borrowing,analyzable compound
0,1,0.5,9068,5. no evidence for borrowing,analyzable compound
0,1,0.5,9069,5. no evidence for borrowing,analyzable compound
0,1,0.5,9070,5. no evidence for borrowing,analyzable compound
0,1,0.5,9071,5. no evidence for borrowing,analyzable phrasal
0,1,1,9072,5. no evidence for borrowing,unanalyzable
0,1,0.5,9073,5. no evidence for borrowing,analyzable derived
0,1,1,9074,5. no evidence for borrowing,unanalyzable
0,1,1,9075,5. no evidence for borrowing,unanalyzable
0,1,0.5,9076,5. no evidence for borrowing,analyzable derived
0,1,1,9077,5. no evidence for borrowing,unanalyzable
0,1,0.5,9078,5. no evidence for borrowing,analyzable derived
0,1,0.5,9079,5. no evidence for borrowing,analyzable derived
0,1,0.5,9080,5. no evidence for borrowing,analyzable derived
0,1,1,9081,5. no evidence for borrowing,unanalyzable
0,1,1,9082,5. no evidence for borrowing,unanalyzable
0,1,0.5,9083,5. no evidence for borrowing,analyzable derived
0,1,0.5,9084,5. no evidence for borrowing,analyzable derived
0,1,1,9085,5. no evidence for borrowing,unanalyzable
0,1,0.5,9086,5. no evidence for borrowing,analyzable derived
0,1,1,9087,5. no evidence for borrowing,unanalyzable
0,1,1,9088,5. no evidence for borrowing,unanalyzable
0,1,1,9089,5. no evidence for borrowing,unanalyzable
0,1,1,9090,5. no evidence for borrowing,unanalyzable
0,1,0.5,9091,5. no evidence for borrowing,analyzable derived
0,1,1,9092,5. no evidence for borrowing,unanalyzable
1,1,1,9093,1. clearly borrowed,unanalyzable
0,0.7,0.5,9094,5. no evidence for borrowing,analyzable compound
0,1,0.5,9095,5. no evidence for borrowing,analyzable compound
0,1,0.5,9096,5. no evidence for borrowing,analyzable derived
0,1,1,9097,5. no evidence for borrowing,unanalyzable
1,0.7,1,9098,1. clearly borrowed,unanalyzable
0,1,1,9099,5. no evidence for borrowing,unanalyzable
,,,58157,,
,,,58158,,
0,1,1,9100,5. no evidence for borrowing,unanalyzable
0,1,1,9101,5. no evidence for borrowing,unanalyzable
0,1,1,9102,5. no evidence for borrowing,unanalyzable
0,1,1,9103,5. no evidence for borrowing,unanalyzable
0,1,0.5,9104,5. no evidence for borrowing,analyzable compound
0,1,0.5,9105,5. no evidence for borrowing,analyzable compound
0,1,0.5,9106,5. no evidence for borrowing,analyzable compound
0,1,0.5,9107,5. no evidence for borrowing,analyzable compound
0,1,0.5,9108,5. no evidence for borrowing,analyzable derived
0,1,0.5,9109,5. no evidence for borrowing,analyzable derived
1,0.7,1,9110,1. clearly borrowed,unanalyzable
0,1,0.5,9111,5. no evidence for borrowing,analyzable derived
0,1,0.5,9112,5. no evidence for borrowing,analyzable derived
